Texto,Intencao
Meu plano de saude é compatível com os serviços que voces oferecem?,verificar_plano_de_saude
Voces confirmam o plano de saude antes de marcar uma consulta?,verificar_plano_de_saude
Como verificar se meu plano de saude está aceito por voces?,verificar_plano_de_saude
Meu seguro de saude cobre os custos de uma emergencia aqui?,verificar_plano_de_saude
Quais seguradoras são aceitas nesta clínica?,verificar_plano_de_saude
Posso consultar aqui com meu plano de saude atual?,verificar_plano_de_saude
plano de saude,verificar_plano_de_saude
convenio medico,verificar_plano_de_saude
qual convenio medico voces aceitam,verificar_plano_de_saude
qual plano de saude e aceito?,verificar_plano_de_saude
Como posso verificar se meu Plano é aceito?,verificar_plano_de_saude
Como posso provar se meu plano é aceito?,verificar_plano_de_saude
"Preciso de um atestado médico para o trabalho, como faço?",solicitar_atestado
Como posso solicitar um atestado médico para justificar minha ausência?,solicitar_atestado
Gostaria de pedir um atestado médico para a escola.,solicitar_atestado
Preciso de um atestado para justificar minha ausência no trabalho.,solicitar_atestado
Vocês podem me fornecer um atestado médico para a faculdade?,solicitar_atestado
Preciso de um atestado médico para minha ausência de ontem.,solicitar_atestado
Como consigo um atestado médico após a consulta?,solicitar_atestado
Quero um atestado médico para justificar minha ausência por motivo de saúde.,solicitar_atestado
Vocês emitem atestados médicos para consultas?,solicitar_atestado
"Preciso de um atestado médico urgente, como proceder?",solicitar_atestado
Como faço para solicitar um atestado de saúde?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência na reunião.,solicitar_atestado
Como posso obter um atestado médico após a consulta?,solicitar_atestado
Vocês emitem atestados médicos para justificar ausências?,solicitar_atestado
Preciso de um atestado para apresentar ao meu empregador.,solicitar_atestado
Gostaria de solicitar um atestado para minha ausência no trabalho.,solicitar_atestado
Preciso de um atestado para justificar uma ausência por doença.,solicitar_atestado
É possível solicitar um atestado médico online?,solicitar_atestado
Gostaria de um atestado médico para justificar minha falta no serviço.,solicitar_atestado
Posso pedir um atestado médico pela consulta de hoje?,solicitar_atestado
Preciso de um atestado médico para apresentar à minha empresa.,solicitar_atestado
Vocês podem emitir um atestado para justificar minha ausência escolar?,solicitar_atestado
Como posso solicitar um atestado médico para justificar minha falta no trabalho?,solicitar_atestado
Preciso de um atestado para justificar minha ausência de ontem.,solicitar_atestado
Posso obter um atestado médico após a consulta de hoje?,solicitar_atestado
Preciso de um atestado médico para justificar minha licença.,solicitar_atestado
Gostaria de um atestado para apresentar à minha escola.,solicitar_atestado
Como faço para solicitar um atestado médico para o trabalho?,solicitar_atestado
Vocês emitem atestados médicos após consultas?,solicitar_atestado
Preciso de um atestado para justificar minha falta na faculdade.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha ausência no emprego.,solicitar_atestado
Como posso obter um atestado médico após a consulta?,solicitar_atestado
Preciso de um atestado para apresentar à faculdade.,solicitar_atestado
Vocês emitem atestados médicos para justificar faltas?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência no trabalho.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha ausência escolar.,solicitar_atestado
Preciso de um atestado para justificar minha falta no trabalho.,solicitar_atestado
Como posso obter um atestado médico após minha consulta?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência na empresa.,solicitar_atestado
Vocês emitem atestados médicos para consultas?,solicitar_atestado
Preciso de um atestado médico para justificar minha falta na faculdade.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha ausência por motivo de saúde.,solicitar_atestado
Como faço para solicitar um atestado de saúde após minha consulta?,solicitar_atestado
Vocês emitem atestados médicos para justificar faltas no trabalho?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência por motivo de saúde.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha falta na faculdade.,solicitar_atestado
Como posso obter um atestado médico para justificar minha ausência no serviço?,solicitar_atestado
Preciso de um atestado para apresentar à minha empresa devido à minha ausência.,solicitar_atestado
Vocês podem fornecer um atestado médico para justificar minha falta no trabalho?,solicitar_atestado
Como posso solicitar um atestado médico para justificar minha ausência na escola?,solicitar_atestado
Preciso de um atestado para justificar minha ausência no trabalho por motivo de doença.,solicitar_atestado
Gostaria de um atestado médico para apresentar à empresa.,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência por motivos de saúde.,solicitar_atestado
Como posso solicitar um atestado médico após a consulta de hoje?,solicitar_atestado
Vocês fornecem atestados médicos para justificar ausências no trabalho?,solicitar_atestado
Gostaria de solicitar um atestado médico para apresentar ao meu empregador.,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência na escola.,solicitar_atestado
Como faço para solicitar um atestado médico para o trabalho?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência por doença.,solicitar_atestado
Gostaria de pedir um atestado médico após a consulta de hoje.,solicitar_atestado
Preciso de um atestado médico para justificar minha falta no trabalho por motivos de saúde.,solicitar_atestado
Como posso obter um atestado médico para justificar minha ausência no trabalho?,solicitar_atestado
Vocês podem fornecer um atestado médico para justificar minha ausência por motivo de saúde?,solicitar_atestado
Preciso de um atestado médico para apresentar à minha escola.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha ausência no emprego.,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência de ontem.,solicitar_atestado
Vocês emitem atestados médicos para consultas realizadas na clínica?,solicitar_atestado
Gostaria de um atestado médico para justificar minha ausência por motivo de saúde.,solicitar_atestado
Como posso solicitar um atestado médico após a consulta de hoje?,solicitar_atestado
Preciso de um atestado para apresentar à minha empresa para justificar minha ausência.,solicitar_atestado
Como posso obter um atestado médico para justificar minha ausência por motivos de saúde?,solicitar_atestado
Vocês emitem atestados médicos para justificar faltas no serviço?,solicitar_atestado
Preciso de um atestado médico para justificar minha falta por motivo de saúde.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha ausência no trabalho.,solicitar_atestado
Como posso obter um atestado médico após minha consulta?,solicitar_atestado
Vocês fornecem atestados médicos para justificar ausências por doença?,solicitar_atestado
Preciso de um atestado médico para apresentar ao meu empregador por motivo de doença.,solicitar_atestado
Gostaria de solicitar um atestado médico para justificar minha ausência na escola.,solicitar_atestado
Como posso solicitar um atestado médico para justificar minha falta no trabalho?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência na faculdade.,solicitar_atestado
Vocês emitem atestados médicos para justificar faltas por doença?,solicitar_atestado
Gostaria de um atestado médico para justificar minha ausência no serviço.,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência no trabalho por motivos de saúde.,solicitar_atestado
Como posso solicitar um atestado médico após a consulta de hoje?,solicitar_atestado
Vocês fornecem atestados médicos para consultas feitas na clínica?,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência de ontem.,solicitar_atestado
Gostaria de solicitar um atestado médico para apresentar à minha empresa.,solicitar_atestado
Preciso de um atestado médico para justificar minha ausência no trabalho devido à doença.,solicitar_atestado
Vocês fornecem atestados médicos para justificar ausências escolares?,solicitar_atestado
"Preciso de um atestado médico para o trabalho, como faço?",solicitar_atestado
Gostaria de solicitar um atestado para justificar minha ausencia na faculdade.,solicitar_atestado
Como posso conseguir um atestado médico para a escola?,solicitar_atestado
É possível obter um atestado para faltar ao serviço por motivo de saúde?,solicitar_atestado
"Preciso de um atestado para minha ausencia de ontem, voce pode me ajudar?",solicitar_atestado
Como faço para solicitar um atestado médico?,solicitar_atestado
Gostaria de um atestado para justificar a minha falta no trabalho devido a doença.,solicitar_atestado
"Quero um atestado médico para apresentar na universidade, o que preciso fazer?",solicitar_atestado
"Preciso de um atestado que cubra minha licença médica, como proceder?",solicitar_atestado
Voce pode emitir um atestado de saúde para mim?,solicitar_atestado
Como solicitar um atestado médico após a  consulta ?,solicitar_atestado
Quero um atestado para justificar minha ausencia na reunião devido a  consulta  médica.,solicitar_atestado
"Preciso de documentação médica para justificar meu afastamento, como obter?",solicitar_atestado
"Gostaria de um atestado por motivo de saúde, como eu faço?",solicitar_atestado
É possível receber um atestado médico hoje?,solicitar_atestado
Minha receita acabou. Como faço para solicitar uma nova receita?,solicitar_receita
Preciso renovar minha receita para medicação contínua.,solicitar_receita
Como posso conseguir uma nova receita médica?,solicitar_receita
"Necessito de uma renovação da minha receita, voce pode me ajudar?",solicitar_receita
Gostaria de solicitar uma receita para meu medicamento.,solicitar_receita
"Minha receita venceu, como faço para renovar?",solicitar_receita
É possível obter uma receita nova hoje?,solicitar_receita
"Preciso de uma receita urgente, como proceder?",solicitar_receita
Como renovar uma receita de uso contínuo?,solicitar_receita
"Meu medicamento acabou, preciso de uma nova receita.",solicitar_receita
Como faço para solicitar uma receita pela primeira vez?,solicitar_receita
"Preciso de uma receita atualizada, voce pode emitir uma?",solicitar_receita
Posso renovar minha receita online?,solicitar_receita
Gostaria de uma receita para um novo tratamento.,solicitar_receita
Quero uma receita para continuar meu tratamento atual.,solicitar_receita
Preciso de uma nova receita para o meu medicamento.,solicitar_receita
Como posso solicitar a receita para meu tratamento contínuo?,solicitar_receita
Gostaria de pedir uma receita médica.,solicitar_receita
"Minha receita expirou, preciso de uma nova.",solicitar_receita
Como faço para renovar minha receita médica?,solicitar_receita
Vocês podem emitir uma receita para mim?,solicitar_receita
Preciso de uma receita para o meu medicamento de uso contínuo.,solicitar_receita
Posso pedir uma receita médica pela consulta de hoje?,solicitar_receita
Gostaria de renovar minha receita.,solicitar_receita
Preciso de uma receita para o tratamento que estou fazendo.,solicitar_receita
Como consigo uma receita nova para meu remédio?,solicitar_receita
"Minha receita médica venceu, como posso renovála?",solicitar_receita
Vocês podem me fornecer uma receita para o medicamento que tomo?,solicitar_receita
Preciso de uma nova receita para continuar meu tratamento.,solicitar_receita
Gostaria de solicitar uma receita para meu medicamento.,solicitar_receita
"Minha receita médica expirou, como faço para obter outra?",solicitar_receita
Posso solicitar uma receita para meu remédio?,solicitar_receita
Preciso de uma receita para o meu tratamento.,solicitar_receita
Como faço para pedir uma nova receita para meu remédio?,solicitar_receita
"Minha receita venceu, preciso de outra.",solicitar_receita
Gostaria de obter uma receita médica para meu medicamento de uso contínuo.,solicitar_receita
"Preciso de uma receita nova, como proceder?",solicitar_receita
Posso pedir uma receita médica para meu medicamento atual?,solicitar_receita
Gostaria de solicitar a receita do meu tratamento.,solicitar_receita
Preciso de uma receita nova para continuar meu tratamento médico.,solicitar_receita
Como consigo uma receita médica para meu medicamento de uso contínuo?,solicitar_receita
"Preciso renovar minha receita, como faço?",solicitar_receita
"Minha receita está vencida, posso solicitar uma nova?",solicitar_receita
Gostaria de pedir uma nova receita para meu tratamento contínuo.,solicitar_receita
Preciso de uma receita para o medicamento que uso regularmente.,solicitar_receita
Como posso obter uma nova receita médica?,solicitar_receita
Preciso de uma receita para meu tratamento médico.,solicitar_receita
Vocês podem emitir uma receita médica para o meu medicamento?,solicitar_receita
Gostaria de pedir uma receita para meu tratamento.,solicitar_receita
"Minha receita está vencida, preciso de uma nova.",solicitar_receita
Como posso solicitar uma receita para o meu medicamento de uso contínuo?,solicitar_receita
Gostaria de renovar minha receita médica.,solicitar_receita
"Preciso de uma receita médica urgente, como posso solicitar?",solicitar_receita
"Minha receita médica expirou, posso pedir uma nova?",solicitar_receita
"Preciso de uma receita para o meu remédio, como faço para pedir?",solicitar_receita
Como posso pedir uma nova receita médica?,solicitar_receita
"Preciso de uma nova receita para meu tratamento, vocês podem me ajudar?",solicitar_receita
Posso renovar minha receita médica?,solicitar_receita
Preciso de uma receita para o medicamento que estou usando.,solicitar_receita
Gostaria de solicitar uma nova receita para meu medicamento.,solicitar_receita
"Minha receita venceu, posso pedir outra?",solicitar_receita
Preciso de uma receita nova para meu remédio de uso contínuo.,solicitar_receita
Como faço para solicitar uma receita médica?,solicitar_receita
Gostaria de pedir uma receita para o medicamento que tomo.,solicitar_receita
Preciso de uma receita médica para meu tratamento.,solicitar_receita
"Minha receita venceu, preciso renovar.",solicitar_receita
Como posso renovar minha receita médica para o meu remédio?,solicitar_receita
Preciso de uma receita médica para continuar meu tratamento.,solicitar_receita
Gostaria de obter uma receita médica nova.,solicitar_receita
"Minha receita venceu, como posso solicitar uma nova?",solicitar_receita
"Preciso de uma receita para o medicamento que uso, como faço para pedir?",solicitar_receita
Gostaria de solicitar a renovação da minha receita médica.,solicitar_receita
Como consigo uma nova receita para meu medicamento?,solicitar_receita
"Minha receita está vencida, preciso de uma nova.",solicitar_receita
Gostaria de pedir uma receita médica nova.,solicitar_receita
Preciso de uma receita para o meu medicamento de uso contínuo.,solicitar_receita
Como posso renovar minha receita médica?,solicitar_receita
Preciso de uma receita nova para meu tratamento contínuo.,solicitar_receita
Posso pedir uma receita médica para o meu remédio?,solicitar_receita
"Preciso de uma receita médica urgente, como posso conseguir?",solicitar_receita
"Minha receita expirou, como faço para renovar?",solicitar_receita
Gostaria de pedir uma receita para continuar meu tratamento.,solicitar_receita
Como faço para solicitar uma receita médica nova?,solicitar_receita
Preciso de uma nova receita médica para meu medicamento.,solicitar_receita
"Minha receita médica venceu, posso solicitar uma nova?",solicitar_receita
Preciso de uma receita para meu remédio de uso contínuo.,solicitar_receita
Gostaria de solicitar a renovação da minha receita.,solicitar_receita
Como faço para renovar minha receita médica?,solicitar_receita
Preciso de uma nova receita para meu medicamento.,solicitar_receita
Gostaria de pedir uma receita médica para meu tratamento.,solicitar_receita
"Minha receita venceu, preciso de uma nova para continuar meu tratamento.",solicitar_receita
"Preciso de uma receita para o medicamento que tomo, como posso pedir?",solicitar_receita
Como posso obter uma receita nova para meu medicamento?,solicitar_receita
"Preciso renovar minha receita médica, como faço?",solicitar_receita
"Minha receita está vencida, posso pedir uma nova?",solicitar_receita
Gostaria de obter uma receita médica para continuar meu tratamento.,solicitar_receita
Preciso de uma receita nova para o meu remédio.,solicitar_receita
Como faço para pedir uma receita médica para meu tratamento contínuo?,solicitar_receita
"Preciso de uma receita nova para continuar meu tratamento, como solicito?",solicitar_receita
"Minha receita venceu, posso pedir outra para meu medicamento?",solicitar_receita
Gostaria de solicitar uma receita médica para o meu remédio.,solicitar_receita
Preciso de uma receita médica para o tratamento que estou fazendo.,solicitar_receita
"Minha receita venceu, preciso de uma nova para o meu remédio.",solicitar_receita
Onde fica a clínica?,saber_local_de_atendimento
Qual o endereço da clínica?,saber_local_de_atendimento
Como faço para chegar na clínica?,saber_local_de_atendimento
Qual o local da clínica?,saber_local_de_atendimento
Onde está localizada a clínica?,saber_local_de_atendimento
Qual é o endereço para a consulta?,saber_local_de_atendimento
A clínica fica onde?,saber_local_de_atendimento
Você pode me passar o endereço da clínica?,saber_local_de_atendimento
Qual o endereço completo da clínica?,saber_local_de_atendimento
Onde devo ir para a consulta?,saber_local_de_atendimento
Pode me informar o endereço da clínica?,saber_local_de_atendimento
Onde fica a clínica para minha consulta?,saber_local_de_atendimento
Qual o endereço da clínica para minha consulta?,saber_local_de_atendimento
Como faço para chegar à clínica?,saber_local_de_atendimento
Preciso saber onde fica a clínica.,saber_local_de_atendimento
Onde está localizada a clínica para meu atendimento?,saber_local_de_atendimento
Qual o endereço da clínica onde farei a consulta?,saber_local_de_atendimento
Como posso encontrar o local da clínica?,saber_local_de_atendimento
Onde é o local da clínica?,saber_local_de_atendimento
Você pode me informar o endereço da clínica?,saber_local_de_atendimento
Onde fica o consultório para a minha consulta?,saber_local_de_atendimento
Qual o endereço do consultório onde farei a consulta?,saber_local_de_atendimento
Como faço para ir até a clínica?,saber_local_de_atendimento
Onde está a clínica localizada?,saber_local_de_atendimento
Pode me passar a localização da clínica?,saber_local_de_atendimento
Onde devo ir para o atendimento?,saber_local_de_atendimento
Preciso saber o endereço da clínica.,saber_local_de_atendimento
Qual a localização da clínica?,saber_local_de_atendimento
Onde posso encontrar a clínica para minha consulta?,saber_local_de_atendimento
Como posso chegar à clínica para minha consulta?,saber_local_de_atendimento
Qual o endereço da clínica onde estou agendado?,saber_local_de_atendimento
Onde fica a clínica onde vou ser atendido?,saber_local_de_atendimento
Pode me dar o endereço completo da clínica?,saber_local_de_atendimento
Onde devo comparecer para minha consulta?,saber_local_de_atendimento
Qual o local exato da clínica?,saber_local_de_atendimento
Você pode me dizer onde fica a clínica?,saber_local_de_atendimento
Como posso localizar a clínica?,saber_local_de_atendimento
Qual a localização exata da clínica?,saber_local_de_atendimento
Onde fica o consultório da clínica?,saber_local_de_atendimento
Pode me enviar o endereço da clínica?,saber_local_de_atendimento
Preciso do endereço da clínica para a consulta.,saber_local_de_atendimento
Onde está localizada a clínica onde marquei a consulta?,saber_local_de_atendimento
Onde devo ir para a consulta na clínica?,saber_local_de_atendimento
Pode me confirmar o endereço da clínica?,saber_local_de_atendimento
Onde fica o consultório para a consulta de amanhã?,saber_local_de_atendimento
Como posso chegar ao consultório da clínica?,saber_local_de_atendimento
Você pode me passar a localização da clínica?,saber_local_de_atendimento
Qual o endereço onde a clínica está situada?,saber_local_de_atendimento
Preciso do endereço da clínica para minha consulta marcada.,saber_local_de_atendimento
Em qual local será realizada a consulta?,saber_local_de_atendimento
Preciso do endereço para a consulta de amanhã.,saber_local_de_atendimento
A consulta será em qual clínica?,saber_local_de_atendimento
Você pode me informar o local do atendimento?,saber_local_de_atendimento
Onde fica o consultório para minha consulta?,saber_local_de_atendimento
Qual é o endereço da consulta marcada para hoje?,saber_local_de_atendimento
Como posso chegar ao local de atendimento?,saber_local_de_atendimento
Preciso do endereço exato da clínica.,saber_local_de_atendimento
Gostaria de saber o endereço do hospital onde ocorrerá minha consulta.,saber_local_de_atendimento
Para qual local devo me dirigir para procedimentos?,saber_local_de_atendimento
Qual é o endereço para a consulta?,saber_local_de_atendimento
Devo ir a qual endereço para a consulta com o especialista?,saber_local_de_atendimento
Pode confirmar o endereço do atendimento agendado para amanhã?,saber_local_de_atendimento
Qual é o endereço da clínica para minha consulta de amanhã?,saber_local_de_atendimento
A consulta será realizada em qual local?,saber_local_de_atendimento
Qual é o centro de atendimento?,saber_local_de_atendimento
Preciso saber o endereço exato.,saber_local_de_atendimento
Qual é o consultório onde estou agendado?,saber_local_de_atendimento
Gostaria de saber o endereço do hospital para minha consulta.,saber_local_de_atendimento
Você pode me enviar a localização do consultório?,saber_local_de_atendimento
Para onde devo ir para a consulta marcada?,saber_local_de_atendimento
Pode me confirmar o local da minha consulta agendada para amanhã?,saber_local_de_atendimento
Qual é o endereço da clínica?,saber_local_de_atendimento
Em que clínica será realizada a consulta?,saber_local_de_atendimento
Preciso saber o endereço da clínica para minha consulta.,saber_local_de_atendimento
Onde posso encontrar o consultório para minha consulta?,saber_local_de_atendimento
Você pode me dizer o endereço da clínica?,saber_local_de_atendimento
Preciso saber onde fica o consultório.,saber_local_de_atendimento
Qual é o endereço do hospital para minha consulta?,saber_local_de_atendimento
A consulta de amanhã será realizada em qual local?,saber_local_de_atendimento
Como posso chegar ao endereço da minha consulta?,saber_local_de_atendimento
Onde fica o local de atendimento?,saber_local_de_atendimento
Qual é o endereço da clínica onde tenho consulta amanhã?,saber_local_de_atendimento
Em que local ocorrerá o atendimento?,saber_local_de_atendimento
Qual é o consultório onde será a consulta?,saber_local_de_atendimento
Preciso saber o local exato da minha consulta amanhã.,saber_local_de_atendimento
A consulta de amanhã será em qual endereço?,saber_local_de_atendimento
Para onde devo me dirigir para o atendimento de amanhã?,saber_local_de_atendimento
Preciso confirmar o endereço do local de atendimento.,saber_local_de_atendimento
Como posso descobrir o endereço da clínica?,saber_local_de_atendimento
Qual é o endereço do consultório?,saber_local_de_atendimento
Para onde devo ir para o atendimento?,saber_local_de_atendimento
Como posso chegar ao local da consulta?,saber_local_de_atendimento
Onde fica o consultório da consulta de amanhã?,saber_local_de_atendimento
Em qual local será realizada a consulta de amanhã?,saber_local_de_atendimento
Qual é o endereço exato da consulta?,saber_local_de_atendimento
Onde será o atendimento amanhã?,saber_local_de_atendimento
"Não, obrigado.",negacao
"Não, não quero agendar.",negacao
"Não, por enquanto está tudo bem.",negacao
"Não, não preciso marcar agora.",negacao
"Não, não desejo remarcar a consulta.",negacao
"Não, não preciso cancelar a consulta.",negacao
"Não, já está tudo certo, obrigado.",negacao
"Não, não tenho interesse em agendar.",negacao
Não quero remarcar.,negacao
"Não preciso cancelar, obrigado.",negacao
Não desejo agendar no momento.,negacao
"Não, não tenho cadastro ainda.",negacao
"Não, prefiro não marcar agora.",negacao
"Não, não quero cancelar a consulta.",negacao
Não quero marcar uma consulta agora.,negacao
"Não, obrigado, vou deixar para depois.",negacao
"Não, não preciso agendar.",negacao
Não quero remarcar a consulta.,negacao
"Não, já resolvi, obrigado.",negacao
"Não, não quero cancelar.",negacao
"Não, está tudo certo com a consulta.",negacao
"Não desejo marcar uma consulta, obrigado.",negacao
"Não, não tenho interesse em cancelar.",negacao
"Não, obrigado, não tenho cadastro ainda.",negacao
Não preciso marcar agora.,negacao
"Não, prefiro não cancelar.",negacao
"Não, obrigado, não preciso remarcar.",negacao
"Não, já tenho tudo organizado.",negacao
Não quero fazer nada disso agora.,negacao
"Nao, estou bem com o que já está agendado.",negacao
Nao desejo cancelar a consulta.,negacao
"Nao, não quero marcar nenhuma consulta no momento.",negacao
"Nao, obrigado, já estou cadastrado.",negacao
"Nao, não tenho intenção de cancelar.",negacao
Nao preciso agendar uma nova consulta.,negacao
"Nao, vou manter a data da consulta.",negacao
"Nao, obrigado, vou deixar como está.",negacao
"Nao tenho cadastro ainda, obrigado.",negacao
"Nao, não quero remarcar a data da consulta.",negacao
"Nao preciso remarcar, obrigado.",negacao
"Nao, não preciso de ajuda com isso agora.",negacao
Nao quero agendar uma consulta no momento.,negacao
"Nao, prefiro não mexer no agendamento.",negacao
"Nao, obrigado, está tudo certo.",negacao
"Nao, não quero fazer alterações.",negacao
Nao desejo marcar uma consulta agora.,negacao
Nao preciso fazer isso agora.,negacao
"Nao, obrigado, vou pensar mais um pouco.",negacao
"Nao, já estou organizado com a consulta.",negacao
nao obrigado,negacao
nao somente isso obrigado,negacao
somente isso obrigado,negacao
Não somente isso obrigado,negacao
Não,negacao
De maneira nenhuma,negacao
Acho que não,negacao
somente isso,negacao
"nao, somente isso",negacao
"não, so isso",negacao
"não, somentet isso mesmo",negacao
Nem pensar,negacao
Não é possível,negacao
Definitivamente não,negacao
"Não, obrigado",negacao
Absolutamente não,negacao
De jeito nenhum,negacao
Jamais,negacao
nao,negacao
n,negacao
naum,negacao
nn,negacao
Nem pensar,negacao
Não é possível,negacao
Definitivamente não,negacao
"Não, obrigado",negacao
Absolutamente não,negacao
Jamais,negacao
Não concordo,negacao
"Não, de forma alguma",negacao
não,negacao
nao sou,negacao
